,Township,TownshipFull,Range,RangeFull,Section,SectionFull,Edited_PLSS,Description and Class,Description,Formatted_Description,Aliquot_Description,MATCH_TERM,Mineral Acres,County,Notes,Code,Beneficiary
157,113,113,64.0,64.0,5,SN05,113064SN05,"LOT 1,2, S2NE, SW4 - R",2,L2,L2,113064SN05L2,317.67,Beadle,,R,Rural Credit
158,113,113,65.0,65.0,1,SN01,113065SN01,"LOTS 1,2, S2NE - R",2,L2,L2,113065SN01L2,158.62,Beadle,,R,Rural Credit
159,113,113,65.0,65.0,31,SN31,113065SN31,"LOTS 1,2, NE2NE, E2NW - R",2,L2,L2,113065SN31L2,231.81,Beadle,,R,Rural Credit
160,35,35,34.0,34.0,6,SN06,035034SN06,"LOTS 1,2, NE2NW - R",2,L2,L2,035034SN06L2,112.05,Bennett,,R,Rural Credit
161,36,36,33.0,33.0,30,SN30,036033SN30,"LOTS 1,2,3,4, E2W2 - I",2,L2,L2,036033SN30L2,303.12,Bennett,,I,Indemnity
162,36,36,33.0,33.0,31,SN31,036033SN31,"LOTS 1,2, E2NW - I",2,L2,L2,036033SN31L2,151.98,Bennett,,I,Indemnity
163,36,36,34.0,34.0,31,SN31,036034SN31,"LOTS 1,2,4, E2W2, W2E2 - R",2,L2,L2,036034SN31L2,427.94,Bennett,,R,Rural Credit
164,36,36,36.0,36.0,5,SN05,036036SN05,"LOTS 1,2,3,4 - I",2,L2,L2,036036SN05L2,122.16,Bennett,,I,Indemnity
165,36,36,37.0,37.0,6,SN06,036037SN06,"LOTS 1,2,3 - I",2,L2,L2,036037SN06L2,91.72,Bennett,,I,Indemnity
166,36,36,37.0,37.0,30,SN30,036037SN30,"LOTS 1,2, NE4 - I",2,L2,L2,036037SN30L2,241.15,Bennett,,I,Indemnity
167,36,36,38.0,38.0,19,SN19,036038SN19,"LOTS 1,2, E2NW - I",2,L2,L2,036038SN19L2,151.82,Bennett,,I,Indemnity
168,37,37,33.0,33.0,7,SN07,037033SN07,"LOTS 1,2, NE4, E2NW, SE4 - R",2,L2,L2,037033SN07L2,478.67,Bennett,,R,Rural Credit
169,37,37,33.0,33.0,31,SN31,037033SN31,"LOTS 1,2,3,4,E2W2, SE4 - I",2,L2,L2,037033SN31L2,479.4,Bennett,,I,Indemnity
170,37,37,34.0,34.0,7,SN07,037034SN07,"LOTS 1,2, NE4, E2NW - I",2,L2,L2,037034SN07L2,318.19,Bennett,,I,Indemnity
171,37,37,38.0,38.0,1,SN01,037038SN01,"LOTS 1,2, S2NE - I",2,L2,L2,037038SN01L2,159.92,Bennett,,I,Indemnity
172,38,38,36.0,36.0,1,SN01,038036SN01,"LOTS 1,2, S2NE - I",2,L2,L2,038036SN01L2,160.0,Bennett,,I,Indemnity
173,109,109,47.0,47.0,10,SN10,109047SN10,"LOTS 1,2, NW4 - R",2,L2,L2,109047SN10L2,209.16,Brookings,,R,Rural Credit
174,109,109,50.0,50.0,3,SN03,109050SN03,"LOTS 1,2, NE4SW, S2SW, SW4SE - R",2,L2,L2,109050SN03L2,235.69,Brookings,,R,Rural Credit
175,109,109,50.0,50.0,31,SN31,109050SN31,"LOTS 1,2, E2NW - R",2,L2,L2,109050SN31L2,173.39,Brookings,,R,Rural Credit
176,109,109,51.0,51.0,19,SN19,109051SN19,"LOTS 1,2, E2NW - R",2,L2,L2,109051SN19L2,153.6,Brookings,,R,Rural Credit
177,110,110,47.0,47.0,6,SN06,110047SN06,"LOTS 1,2, S2NE, SW4 - R",2,L2,L2,110047SN06L2,319.23,Brookings,,R,Rural Credit
178,110,110,51.0,51.0,3,SN03,110051SN03,"LOTS 1,2, S2NE - R",2,L2,L2,110051SN03L2,161.32,Brookings,,R,Rural Credit
179,111,111,47.0,47.0,15,SN15,111047SN15,"LOT2 1,2, NW4  - R",2,L2,L2,111047SN15L2,209.45,Brookings,,R,Rural Credit
180,111,111,48.0,48.0,1,SN01,111048SN01,"LOTS 1,2, S2NE - R",2,L2,L2,111048SN01L2,161.21,Brookings,,R,Rural Credit
181,111,111,48.0,48.0,18,SN18,111048SN18,"LOTS 1,2, E2NW - R",2,L2,L2,111048SN18L2,147.79,Brookings,,R,Rural Credit
182,111,111,50.0,50.0,3,SN03,111050SN03,"LOTS 1,2, S2NE - R",2,L2,L2,111050SN03L2,148.64,Brookings,,R,Rural Credit
183,112,112,50.0,50.0,30,SN30,112050SN30,"LOTS 1,2,3, E2NW, NE4SW - R",2,L2,L2,112050SN30L2,225.0,Brookings,,R,Rural Credit
184,112,112,51.0,51.0,7,SN07,112051SN07,"LOTS 1,2, E2NW - R",2,L2,L2,112051SN07L2,150.89,Brookings,,R,Rural Credit
185,121,121,65.0,65.0,5,SN05,121065SN05,"LOTS 1,2, S2NE - R",2,L2,L2,121065SN05L2,162.51,Brown,,R,Rural Credit
186,121,121,65.0,65.0,6,SN06,121065SN06,"LOTS 1,2,3, S2NE, SE4NW - R",2,L2,L2,121065SN06L2,243.75,Brown,,R,Rural Credit
187,123,123,64.0,64.0,19,SN19,123064SN19,"LOTS 1,2, NE4, E2NW - R",2,L2,L2,123064SN19L2,326.36,Brown,,R,Rural Credit
188,124,124,61.0,61.0,31,SN31,124061SN31,"LOTS 1,2, E2NW - R",2,L2,L2,124061SN31L2,157.63,Brown,,R,Rural Credit
189,125,125,61.0,61.0,18,SN18,125061SN18,"LOTS 1,2,3,4, E2NW, E2SW - R",2,L2,L2,125061SN18L2,331.34,Brown,,R,Rural Credit
190,125,125,61.0,61.0,31,SN31,125061SN31,"LOTS 1,2, E2NW - R",2,L2,L2,125061SN31L2,162.28,Brown,,R,Rural Credit
191,125,125,65.0,65.0,7,SN07,125065SN07,"LOTS 1,2, E2NW - R",2,L2,L2,125065SN07L2,160.67,Brown,,R,Rural Credit
192,126,126,61.0,61.0,1,SN01,126061SN01,"LOTS 1,2, S2NE, SE4 - R",2,L2,L2,126061SN01L2,319.97,Brown,,R,Rural Credit
193,126,126,61.0,61.0,3,SN03,126061SN03,"LOTS 1,2, S2NE - R",2,L2,L2,126061SN03L2,160.94,Brown,,R,Rural Credit
194,126,126,62.0,62.0,16,SN16,126062SN16,"LOTS 1,2,4, W2NW, NW4SW - C",2,L2,L2,126062SN16L2,197.51,Brown,,C,Common School
195,127,127,62.0,62.0,7,SN07,127062SN07,"LOTS 1,2,3,4, E2W2 - R",2,L2,L2,127062SN07L2,317.96,Brown,,R,Rural Credit
196,127,127,62.0,62.0,18,SN18,127062SN18,"LOTS 1,2,3,4, E2W2 - R",2,L2,L2,127062SN18L2,320.24,Brown,,R,Rural Credit
197,127,127,63.0,63.0,19,SN19,127063SN19,"LOTS 1,2, E2NW - R",2,L2,L2,127063SN19L2,149.4,Brown,,R,Rural Credit
198,128,128,61.0,61.0,16,SN16,128061SN16,"LOTS 1,2,3,4,5,6,7,8,11,12, NE4NE, N2SW, SW4SW, NW4SE - C",2,L2,L2,128061SN16L2,547.3,Brown,,C,Common School
199,128,128,61.0,61.0,31,SN31,128061SN31,"LOTS 1,2,7,8, NE4NW - R",2,L2,L2,128061SN31L2,187.79,Brown,,R,Rural Credit
200,128,128,62.0,62.0,4,SN04,128062SN04,"LOTS 1,2, S2NE - R",2,L2,L2,128062SN04L2,145.17,Brown,,R,Rural Credit
201,101,101,68.0,68.0,6,SN06,101068SN06,"LOTS 1,2, S2NE - R",2,L2,L2,101068SN06L2,159.76,Brule,,R,Rural Credit
202,101,101,71.0,71.0,36,SN36,101071SN36,"LOTS 1,2,3,4, E2NE, S2SW, SE4 - C",2,L2,L2,101071SN36L2,451.77,Brule,,C,Common School
203,102,102,67.0,67.0,7,SN07,102067SN07,"LOTS 1,2,3,4, E2W2 - R",2,L2,L2,102067SN07L2,316.0,Brule,,R,Rural Credit
204,102,102,70.0,70.0,19,SN19,102070SN19,"LOTS 1,2,3,4, E2W2 - R",2,L2,L2,102070SN19L2,316.64,Brule,,R,Rural Credit
205,102,102,71.0,71.0,16,SN16,102071SN16,"LOTS 1,2,3,4, NE4, NE4NW, E2SE - C",2,L2,L2,102071SN16L2,437.4,Brule,,C,Common School
206,103,103,67.0,67.0,5,SN05,103067SN05,"LOTS 1,2, S2NE, SE4 - R",2,L2,L2,103067SN05L2,318.55,Brule,,R,Rural Credit
207,103,103,67.0,67.0,18,SN18,103067SN18,"LOTS 1,2,4, E2NW, SE4SW - R",2,L2,L2,103067SN18L2,228.34,Brule,,R,Rural Credit
208,103,103,67.0,67.0,31,SN31,103067SN31,"LOTS 1,2, NE4,E2NW - R",2,L2,L2,103067SN31L2,316.17,Brule,,R,Rural Credit
209,103,103,68.0,68.0,19,SN19,103068SN19,"LOTS 1,2, E2NW - R",2,L2,L2,103068SN19L2,153.23,Brule,,R,Rural Credit
210,103,103,70.0,70.0,3,SN03,103070SN03,"LOTS 1,2,7, S2NE, N2SE, SE4SE - R",2,L2,L2,103070SN03L2,319.36,Brule,,R,Rural Credit
211,104,104,67.0,67.0,3,SN03,104067SN03,"LOTS 1,2,3,4, S2NE, SE4NW - R",2,L2,L2,104067SN03L2,364.28,Brule,,R,Rural Credit
212,104,104,67.0,67.0,7,SN07,104067SN07,"LOTS 1,2, NE4,E2NW - R",2,L2,L2,104067SN07L2,284.17,Brule,,R,Rural Credit
213,104,104,69.0,69.0,7,SN07,104069SN07,"LOTS 1,2,3,4, E2W2 - R",2,L2,L2,104069SN07L2,304.84,Brule,,R,Rural Credit
214,104,104,69.0,69.0,12,SN12,104069SN12,"LOTS 1,2,7,8 W2NE, SW4 - R",2,L2,L2,104069SN12L2,320.0,Brule,,R,Rural Credit
215,104,104,69.0,69.0,24,SN24,104069SN24,"LOTS 1,2, NW4NE - R",2,L2,L2,104069SN24L2,80.0,Brule,,R,Rural Credit
216,104,104,70.0,70.0,4,SN04,104070SN04,"LOTS 1,2, S2NE - R",2,L2,L2,104070SN04L2,194.57,Brule,,R,Rural Credit
217,104,104,70.0,70.0,17,SN17,104070SN17,"LOTS 1,2,3,4,5, S2NE, SE4NW, N2SE, SE4SE - R ",2,L2,L2,104070SN17L2,409.52,Brule,,R,Rural Credit
218,104,104,70.0,70.0,20,SN20,104070SN20,"LOTS 1,2,3,4,5,6,7, SW4NE, W2SE, SE4SE - R",2,L2,L2,104070SN20L2,320.0,Brule,,R,Rural Credit
219,104,104,72.0,72.0,36,SN36,104072SN36,"LOTS 1,2, NE4, E2NW, S2 - C",2,L2,L2,104072SN36L2,625.84,Brule,,C,Common School
220,105,105,67.0,67.0,31,SN31,105067SN31,"LOTS 1,2,3,4, E2W2 - R",2,L2,L2,105067SN31L2,316.94,Brule,,R,Rural Credit
221,105,105,68.0,68.0,3,SN03,105068SN03,"LOTS 1,2,3,4, S2N2, S2 - R",2,L2,L2,105068SN03L2,635.28,Brule,,R,Rural Credit
222,105,105,68.0,68.0,30,SN30,105068SN30,"LOTS 1,2, E2NW - R",2,L2,L2,105068SN30L2,162.2,Brule,,R,Rural Credit
223,105,105,71.0,71.0,2,SN02,105071SN02,"LOTS 1,2,3,4, S2N2, SE4 - R",2,L2,L2,105071SN02L2,482.78,Brule,,R,Rural Credit
224,105,105,71.0,71.0,36,SN36,105071SN36,"LOTS 1,2,3,4, E2, E2W2 - C",2,L2,L2,105071SN36L2,542.45,Brule,,C,Common School
225,106,106,68.0,68.0,1,SN01,106068SN01,"LOTS 1,2, S2NE, SW4, W2SE - R",2,L2,L2,106068SN01L2,399.82,Buffalo,,R,Rural Credit
226,106,106,68.0,68.0,3,SN03,106068SN03,"LOTS 1,2, S2NE, S2 - R",2,L2,L2,106068SN03L2,477.34,Buffalo,,R,Rural Credit
227,106,106,69.0,69.0,31,SN31,106069SN31,"LOTS 1,2, E2NW - R",2,L2,L2,106069SN31L2,150.53,Buffalo,,R,Rural Credit
228,107,107,69.0,69.0,18,SN18,107069SN18,"LOTS 1,2, S2NW4NE, SW4NE, SE4NW - R",2,L2,L2,107069SN18L2,174.49,Buffalo,,R,Rural Credit
229,107,107,72.0,72.0,22,SN22,107072SN22,"LOTS 1,2,3,4,5, W2NE, NW4, NE4SW, N2SE - R",2,L2,L2,107072SN22L2,492.5,Buffalo,,R,Rural Credit
230,108,108,68.0,68.0,5,SN05,108068SN05,"LOTS 1,2, SE4NE - R",2,L2,L2,108068SN05L2,153.01,Buffalo,,R,Rural Credit
231,108,108,68.0,68.0,30,SN30,108068SN30,"LOTS 1,2,3,4, E2NW, E2SW - R",2,L2,L2,108068SN30L2,298.2,Buffalo,,R,Rural Credit
232,108,108,69.0,69.0,1,SN01,108069SN01,"LOTS 1,2, S2NE, SE4 - R",2,L2,L2,108069SN01L2,357.95,Buffalo,,R,Rural Credit
233,108,108,69.0,69.0,6,SN06,108069SN06,"LOTS 1,2,3,4,5,6,7,8,9,10,11,12,13,14, E2SW, SE4 - R",2,L2,L2,108069SN06L2,716.01,Buffalo,,R,Rural Credit
234,108,108,70.0,70.0,2,SN02,108070SN02,"LOTS 1,2,3,7,8,9,10, SE4 - R",2,L2,L2,108070SN02L2,397.85,Buffalo,,R,Rural Credit
235,108,108,70.0,70.0,16,SN16,108070SN16,"LOTS 1,2,3,4,5,6,7,8, E2NE, W2, E2SE - C",2,L2,L2,108070SN16L2,648.76,Buffalo,,C,Common School
236,108,108,72.0,72.0,18,SN18,108072SN18,"LOTS 1,2,3,4, E2NW, E2SW - R",2,L2,L2,108072SN18L2,315.36,Buffalo,,R,Rural Credit
237,9,9,5.0,5.0,30,SN30,009005SN30,"LOTS 1,2, SE4SW, SE4 - R",2,L2,L2,009005SN30L2,279.42,Butte,,R,Rural Credit
238,9,9,5.0,5.0,31,SN31,009005SN31,"LOTS 1,2, N2NE, E2NW, NE4SW - R",2,L2,L2,009005SN31L2,280.1,Butte,,R,Rural Credit
239,10,10,1.0,1.0,3,SN03,010001SN03,"LOTS 1,2,3, S2N2 - I",2,L2,L2,010001SN03L2,289.18,Butte,,I,Indemnity
240,11,11,1.0,1.0,31,SN31,011001SN31,"LOTS 1,2, NE4,E2NW,N2SE, SE4SE - I ",2,L2,L2,011001SN31L2,437.62,Butte,,I,Indemnity
241,13,13,6.0,6.0,1,SN01,013006SN01,"LOTS 1,2, S2NE - I",2,L2,L2,013006SN01L2,160.11,Butte,,I,Indemnity
242,13,13,7.0,7.0,1,SN01,013007SN01,"LOTS 1,2,3,4,S2N2, S2 - I",2,L2,L2,013007SN01L2,639.64,Butte,,I,Indemnity
243,13,13,7.0,7.0,2,SN02,013007SN02,"LOTS 1,2,3,4,S2N2, S2 - I",2,L2,L2,013007SN02L2,639.44,Butte,,I,Indemnity
244,13,13,8.0,8.0,3,SN03,013008SN03,"LOTS 1,2,3,4, S2N2 - I",2,L2,L2,013008SN03L2,320.64,Butte,,I,Indemnity
245,13,13,8.0,8.0,4,SN04,013008SN04,"LOTS 1,2,3,4, S2N2 , S2 - I",2,L2,L2,013008SN04L2,640.22,Butte,,I,Indemnity
246,13,13,8.0,8.0,5,SN05,013008SN05,"LOTS 1,2,3,4, S2N2 , S2 - I",2,L2,L2,013008SN05L2,639.64,Butte,,I,Indemnity
247,13,13,8.0,8.0,6,SN06,013008SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW, SE4 - I",2,L2,L2,013008SN06L2,624.1,Butte,,I,Indemnity
248,13,13,8.0,8.0,7,SN07,013008SN07,"LOTS 1,2,3,4, NE4, E2W2, SE4 - I",2,L2,L2,013008SN07L2,627.68,Butte,,I,Indemnity
249,13,13,8.0,8.0,18,SN18,013008SN18,"LOTS 1,2, NE4, E2NW - I",2,L2,L2,013008SN18L2,314.72,Butte,,I,Indemnity
250,13,13,9.0,9.0,2,SN02,013009SN02,"LOTS 1,2,3,4, S2N2, S2 - I",2,L2,L2,013009SN02L2,639.0,Butte,,I,Indemnity
251,13,13,9.0,9.0,3,SN03,013009SN03,"LOTS 1,2,3,4,6,7,8,9,10, SE4NW, NE4SW - I",2,L2,L2,013009SN03L2,419.76,Butte,,I,Indemnity
252,13,13,9.0,9.0,4,SN04,013009SN04,"LOTS 1,2,3 - I",2,L2,L2,013009SN04L2,119.58,Butte,,I,Indemnity
253,14,14,4.0,4.0,5,SN05,014004SN05,"LOTS 1,2,4, S2N2, N2SE, SE4SE - I",2,L2,L2,014004SN05L2,401.45,Butte,,I,Indemnity
254,14,14,4.0,4.0,7,SN07,014004SN07,"LOTS 1,2,3, E2NW, NE4SW - I",2,L2,L2,014004SN07L2,234.84,Butte,,I,Indemnity
255,14,14,6.0,6.0,2,SN02,014006SN02,"LOTS 1,2,3,4, S2N2, S2 - I",2,L2,L2,014006SN02L2,642.08,Butte,,I,Indemnity
256,14,14,6.0,6.0,30,SN30,014006SN30,"LOTS 1,2,3,4, E2, E2W2 - I",2,L2,L2,014006SN30L2,618.52,Butte,,I,Indemnity
257,14,14,7.0,7.0,7,SN07,014007SN07,"LOTS 1,2,3,4, E2SW, SW4SE - I",2,L2,L2,014007SN07L2,264.38,Butte,,I,Indemnity
258,125,125,75.0,75.0,3,SN03,125075SN03,"LOTS 1,2, S2NE - R",2,L2,L2,125075SN03L2,164.25,Campbell,,R,Rural Credit
259,125,125,75.0,75.0,7,SN07,125075SN07,"LOTS 1,2,3,4, E2W2 - R",2,L2,L2,125075SN07L2,338.4,Campbell,,R,Rural Credit
260,125,125,76.0,76.0,18,SN18,125076SN18,"LOTS 1,2, NE4, E2NW - R",2,L2,L2,125076SN18L2,322.88,Campbell,,R,Rural Credit
261,125,125,77.0,77.0,7,SN07,125077SN07,"LOTS 1,2, E2NW - R",2,L2,L2,125077SN07L2,161.64,Campbell,,R,Rural Credit
262,125,125,77.0,77.0,18,SN18,125077SN18,"LOTS 1,2,3,4, E2W2 - R",2,L2,L2,125077SN18L2,325.8,Campbell,,R,Rural Credit
263,126,126,76.0,76.0,30,SN30,126076SN30,"LOTS 1,2,3,4, NE4, E2W2, SE4 - R",2,L2,L2,126076SN30L2,648.76,Campbell,,R,Rural Credit
264,126,126,77.0,77.0,1,SN01,126077SN01,"LOTS 1,2, S2NE, SW4 - R",2,L2,L2,126077SN01L2,319.65,Campbell,,R,Rural Credit
265,126,126,78.0,78.0,1,SN01,126078SN01,"LOTS 1,2, S2NE - R",2,L2,L2,126078SN01L2,160.0,Campbell,,R,Rural Credit
266,127,127,75.0,75.0,3,SN03,127075SN03,"LOTS 1,2,3,4,S2NW, W2SW, SE4SW, S2N2SE, S2SE - R ",2,L2,L2,127075SN03L2,480.04,Campbell,,R,Rural Credit
267,127,127,78.0,78.0,1,SN01,127078SN01,"LOTS 1,2, S2NE - R",2,L2,L2,127078SN01L2,160.31,Campbell,,R,Rural Credit
268,128,128,74.0,74.0,3,SN03,128074SN03,"LOTS 1,2,3,4, S2N2 - R",2,L2,L2,128074SN03L2,305.08,Campbell,,R,Rural Credit
269,128,128,75.0,75.0,6,SN06,128075SN06,"LOTS 1,2,3, S2NE, SE4NW - R",2,L2,L2,128075SN06L2,250.84,Campbell,,R,Rural Credit
270,128,128,77.0,77.0,2,SN02,128077SN02,"LOTS 1,2, S2NE - R",2,L2,L2,128077SN02L2,174.75,Campbell,,R,Rural Credit
271,95,95,65.0,65.0,16,SN16,095065SN16,"LOTS 1,2, NE4NE - C",2,L2,L2,095065SN16L2,112.7,Charles Mix,,C,Common School
272,96,96,64.0,64.0,4,SN04,096064SN04,"LOTS 1,2, S2NE - R",2,L2,L2,096064SN04L2,165.09,Charles Mix,,R,Rural Credit
273,97,97,67.0,67.0,16,SN16,097067SN16,"LOTS 1,2,3, NE4NE, NW4NW - C",2,L2,L2,097067SN16L2,208.98,Charles Mix,,C,Common School
274,97,97,68.0,68.0,3,SN03,097068SN03,"LOTS 1,2, S2NE - R",2,L2,L2,097068SN03L2,161.39,Charles Mix,,R,Rural Credit
275,98,98,69.0,69.0,36,SN36,098069SN36,"LOTS 1,2,3, NE4, N2NW, NW4SW, E2SE - C",2,L2,L2,098069SN36L2,455.85,Charles Mix,,C,Common School
276,99,99,70.0,70.0,16,SN16,099070SN16,"LOTS, 1,2,3,4 - C",2,L2,L2,099070SN16L2,172.45,Charles Mix,,C,Common School
277,99,99,70.0,70.0,36,SN36,099070SN36,"LOTS 1,2,3,4, NE4, NE4NW, NE4SE - C",2,L2,L2,099070SN36L2,368.15,Charles Mix,,C,Common School
278,100,100,68.0,68.0,11,SN11,100068SN11,"LOTS 1,2,3,4, S2N2 - R",2,L2,L2,100068SN11L2,286.54,Charles Mix,,R,Rural Credit
279,100,100,71.0,71.0,9,SN09,100071SN09,"LOTS 1,2,3,4, S2N2, SE4 - R",2,L2,L2,100071SN09L2,471.74,Charles Mix,,R,Rural Credit
280,100,100,71.0,71.0,36,SN36,100071SN36,"LOTS 1,2,3,4 - C",2,L2,L2,100071SN36L2,145.7,Charles Mix,,C,Common School
281,113,113,56.0,56.0,36,SN36,113056SN36,"LOTS 1,2, W2NW, NE4SW, SW4SE - C",2,L2,L2,113056SN36L2,235.9,Clark,,C,Common School
282,115,115,58.0,58.0,6,SN06,115058SN06,"LOTS 1,2, SENE, SE4 - R",2,L2,L2,115058SN06L2,320.76,Clark,,R,Rural Credit
283,117,117,57.0,57.0,31,SN31,117057SN31,"LOTS 1,2, E2NW - R",2,L2,L2,117057SN31L2,160.89,Clark,,R,Rural Credit
284,118,118,56.0,56.0,7,SN07,118056SN07,"LOTS 1,2, SW4NE, SE4NW - R",2,L2,L2,118056SN07L2,160.13,Clark,,R,Rural Credit
285,118,118,58.0,58.0,2,SN02,118058SN02,"LOTS 1,2,3,4, S2N2, N2SW - A",2,L2,L2,118058SN02L2,408.7,Clark,,A,College of Agriculture
286,118,118,58.0,58.0,4,SN04,118058SN04,"LOTS 1,2,3,4, S2N2 - A",2,L2,L2,118058SN04L2,328.06,Clark,,A,College of Agriculture
287,118,118,58.0,58.0,36,SN36,118058SN36,"LOTS 1,2, NE4, S2NW, S2 - C",2,L2,L2,118058SN36L2,629.7,Clark,,C,Common School
288,118,118,59.0,59.0,3,SN03,118059SN03,"LOTS 1,2, S2NE - A",2,L2,L2,118059SN03L2,161.46,Clark,,A,College of Agriculture
289,92,92,51.0,51.0,36,SN36,092051SN36,"R.R. Ry. In LOTS 1,2,3, NE4SE - C",2,L2,L2,092051SN36L2,10.11,Clay,,C,Common School
290,95,95,53.0,53.0,31,SN31,095053SN31,"S2 LOTS 1,2, of SW4, E2NE - R",2,L2,L2,095053SN31L2,160.21,Clay,,R,Rural Credit
291,116,116,52.0,52.0,7,SN07,116052SN07,"LOTS 1,2, NE4, E2W2, SE4 - TL",2,L2,L2,116052SN07L2,568.72,Codington,,TL,Taylor Lands
292,116,116,53.0,53.0,16,SN16,116053SN16,"LOTS 1,2,3,4, N2S2, SE4SE - C",2,L2,L2,116053SN16L2,297.4,Codington,,C,Common School
293,117,117,51.0,51.0,5,SN05,117051SN05,"LOTS 1,2,3,4, S2N2 - R",2,L2,L2,117051SN05L2,316.54,Codington,,R,Rural Credit
294,118,118,54.0,54.0,36,SN36,118054SN36,"LOTS 1,2,3,4, S2NE, NE4NW, S2NW, SE4 - C",2,L2,L2,118054SN36L2,463.53,Codington,,C,Common School
295,118,118,55.0,55.0,7,SN07,118055SN07,"LOTS 1,2, E2SW - A",2,L2,L2,118055SN07L2,160.16,Codington,,A,College of Agriculture
296,118,118,55.0,55.0,18,SN18,118055SN18,"LOTS 1,2,3,4,5 E2NW, NE4SW, SE4 - A",2,L2,L2,118055SN18L2,464.0,Codington,,A,College of Agriculture
297,119,119,52.0,52.0,5,SN05,119052SN05,"LOTS 1,2, S2NE - R",2,L2,L2,119052SN05L2,166.49,Codington,,R,Rural Credit
298,120,120,53.0,53.0,36,SN36,120053SN36,"LOTS 1,2,3 - C",2,L2,L2,120053SN36L2,178.08,Codington,,C,Common School
299,2,2,5.0,5.0,28,SN28,002005SN28,"LOTS 1,2,3,4, E2W2 - I",2,L2,L2,002005SN28L2,313.02,Custer,,I,Indemnity
300,2,2,5.0,5.0,32,SN32,002005SN32,"LOTS 1,2,3,4 - I",2,L2,L2,002005SN32L2,161.96,Custer,,I,Indemnity
301,3,3,5.0,5.0,1,SN01,003005SN01,"LOTS 1,2,3,4, S2N2, SW4, W2SE - I ",2,L2,L2,003005SN01L2,560.0,Custer,,I,Indemnity
302,3,3,5.0,5.0,2,SN02,003005SN02,"LOTS 1,2,3,4, S2N2, S2 - I ",2,L2,L2,003005SN02L2,638.4,Custer,,I,Indemnity
303,3,3,5.0,5.0,11,SN11,003005SN11,"LOTS 1,2,3,4, S2N2, S2 - I ",2,L2,L2,003005SN11L2,638.68,Custer,,I,Indemnity
304,3,3,5.0,5.0,12,SN12,003005SN12,"LOTS 1,2,3,4, S2N2, S2 - I ",2,L2,L2,003005SN12L2,635.32,Custer,,I,Indemnity
305,3,3,5.0,5.0,25,SN25,003005SN25,"LOTS 1,2,3,4, NE4NE, W2, W2SE, SE4SE - I ",2,L2,L2,003005SN25L2,622.09,Custer,,I,Indemnity
306,3,3,6.0,6.0,4,SN04,003006SN04,"LOTS 1,2,3,4, S2N2, S2 - I ",2,L2,L2,003006SN04L2,641.6,Custer,,I,Indemnity
307,3,3,6.0,6.0,6,SN06,003006SN06,"LOTS 1,2,3,6,7, S2NE, SE4NW, E2SW, SE4 - I",2,L2,L2,003006SN06L2,557.39,Custer,,I,Indemnity
308,3,3,6.0,6.0,7,SN07,003006SN07,"LOTS 1,2,3,4, NE4, E2W2, SE4 - I",2,L2,L2,003006SN07L2,631.12,Custer,,I,Indemnity
309,3,3,6.0,6.0,13,SN13,003006SN13,"LOTS 1,2,3,4, NW4NE, SW4NW, SW4, W2SE - I",2,L2,L2,003006SN13L2,495.14,Custer,,I,Indemnity
310,3,3,6.0,6.0,19,SN19,003006SN19,"LOTS 1,2,4,9, 12, E2SE - I",2,L2,L2,003006SN19L2,205.18,Custer,,I,Indemnity
311,3,3,6.0,6.0,22,SN22,003006SN22,"LOTS 1,2, SW4NE, N2NW, SE4NW, NE4SW, W2SE, SE4SE - I",2,L2,L2,003006SN22L2,386.59,Custer,,I,Indemnity
312,3,3,6.0,6.0,24,SN24,003006SN24,"LOTS 1,2,3,4, W2NE, W2, W2SE - I",2,L2,L2,003006SN24L2,651.68,Custer,,I,Indemnity
313,3,3,6.0,6.0,27,SN27,003006SN27,"LOTS 1,2,S2NW, SW4, S2SE - I",2,L2,L2,003006SN27L2,390.31,Custer,,I,Indemnity
314,3,3,6.0,6.0,30,SN30,003006SN30,"LOTS 1,2,5,6, NE4NE, S2NE, SW4NW, SE4 - I",2,L2,L2,003006SN30L2,468.81,Custer,,I,Indemnity
315,3,3,6.0,6.0,34,SN34,003006SN34,"LOTS 1,2, N2, W2SW, SE4SW, NE4SE, S2SE - I",2,L2,L2,003006SN34L2,619.34,Custer,,I,Indemnity
316,3,3,6.0,6.0,35,SN35,003006SN35,"LOTS 1,2,3,4,5,6, W2NW, SW4 - I",2,L2,L2,003006SN35L2,369.74,Custer,,I,Indemnity
317,3,3,6.0,6.0,36,SN36,003006SN36,"LOTS 1,2,3,4, W2NE, W2, W2SE - I",2,L2,L2,003006SN36L2,642.92,Custer,,I,Indemnity
318,4,4,5.0,5.0,1,SN01,004005SN01,"LOTS 1,2,3,4, S2N2, S2 - I ",2,L2,L2,004005SN01L2,638.48,Custer,,I,Indemnity
319,4,4,5.0,5.0,24,SN24,004005SN24,"LOTS 1,2,3,4,5,6, SW4SW, SE4SE - I",2,L2,L2,004005SN24L2,257.56,Custer,,I,Indemnity
320,4,4,6.0,6.0,1,SN01,004006SN01,"LOTS 1,2,3,4, S2N2, SW4 - I",2,L2,L2,004006SN01L2,480.56,Custer,,I,Indemnity
